"ID","ccode","redist","finan","incbins","female","age","partyid","educ"
4273,"FR",5,1,3,1,35,2,2
14425,"AU",5,0,3,0,56,3,1
18657,"CL",5,2,5,0,61,2,1
19956,"HR",5,0,2,0,63,2,1
17666,"HU",5,1,5,0,31,2,4
17231,"PT",5,-1,2,1,66,5,2
4284,"TW",5,8,5,0,77,2,4
15914,"SE",5,5,5,0,48,3,2
15324,"CL",5,2,2,1,55,2,4
17836,"FR",4,7,5,0,63,2,4
11279,"BE-FLA",3,1,5,0,16,4,1
1067,"PL",5,6,5,1,85,2,4
10902,"KR",4,0,3,1,69,2,2
2887,"UA",5,1,5,0,57,1,2
7880,"TR",5,1,4,1,42,3,1
4875,"RU",5,1,5,0,58,2,4
19672,"ZA",4,-1,1,1,38,4,1
12787,"ZA",4,7,5,0,60,3,4
3091,"NZ",4,4,3,0,75,2,2
14628,"TR",5,0,2,1,72,4,1
15828,"SK",4,0,2,1,47,4,1
6194,"DE-W",5,2,4,0,67,2,1
10364,"KR",4,4,5,0,63,2,4
19970,"TR",4,1,2,1,44,2,2
4031,"NO",5,2,3,1,65,2,1
10401,"SK",4,0,4,1,77,4,1
18476,"CZ",5,2,5,1,60,1,3
1480,"NO",4,3,5,1,69,3,1
888,"LV",5,5,5,0,86,4,1
17000,"PL",5,1,3,0,66,4,1
5939,"UA",5,2,5,0,21,2,1
13483,"IS",4,4,2,0,57,4,4
2877,"IL",5,0,1,0,52,2,1
15002,"TW",5,2,2,1,53,4,2
19732,"NO",5,7,5,1,58,2,2
12578,"ZA",5,1,4,1,47,2,4
14055,"KR",4,1,3,0,50,3,2
15366,"SE",5,6,4,1,60,4,1
12456,"ZA",5,2,4,1,63,3,2
11010,"ES",5,7,5,1,44,2,4
9554,"ZA",4,2,4,0,71,4,1
5608,"BG",5,-1,4,0,51,1,2
4306,"AR",2,-1,2,1,58,2,1
17012,"PL",4,4,5,1,69,3,2
6188,"BE-FLA",5,2,3,0,50,4,1
13878,"JP",2,1,2,0,49,4,2
16073,"FR",5,1,2,0,42,4,1
5588,"FI",5,2,2,0,41,2,2
16511,"VE",5,0,1,0,68,2,1
17271,"ZA",4,1,1,0,47,4,2
4025,"DK",5,0,1,1,35,4,2
655,"CN",5,0,1,1,52,1,2
4182,"KR",3,7,2,1,62,2,2
16260,"US",5,3,4,0,54,2,2
7229,"EE",5,0,1,1,30,1,3
6440,"KR",3,1,3,0,43,2,2
12780,"VE",4,0,1,0,50,3,1
21096,"JP",5,2,2,0,47,5,1
20707,"JP",4,3,4,0,83,2,2
19943,"AR",4,5,4,0,64,3,1
1218,"AT",5,0,3,0,63,2,4
4867,"CL",5,0,1,0,64,2,1
4701,"CH",5,4,5,0,63,2,4
13288,"CY",5,1,2,0,58,3,1
13607,"AT",4,8,5,0,69,4,2
7264,"ZA",4,1,1,1,19,2,2
3856,"UA",5,1,5,1,38,3,2
19040,"GB-GBN",4,6,5,1,24,2,4
20416,"SK",4,2,3,1,56,4,4
15697,"TR",5,-1,1,1,27,3,4
12947,"EE",5,7,2,0,51,1,2
18689,"PT",4,1,5,0,56,3,3
1310,"CL",3,0,5,1,45,4,2
10537,"DK",5,2,5,0,67,2,4
9424,"CH",5,0,2,0,49,2,2
11421,"HR",5,4,2,1,42,2,4
12,"CH",5,6,5,1,61,2,3
12198,"NO",5,2,2,0,31,2,2
17637,"RU",5,3,5,0,67,2,2
1526,"VE",5,10,5,0,51,2,4
20615,"AU",5,-1,5,0,67,2,4
18955,"NZ",5,-1,1,1,59,1,2
18289,"TW",5,2,3,0,43,4,2
13478,"PH",5,5,2,0,37,4,2
3337,"AU",5,2,3,1,21,2,2
5402,"IT",4,1,5,0,19,1,2
11680,"HU",2,5,5,0,61,5,4
14287,"CN",5,1,5,1,50,2,2
16502,"CH",5,1,3,1,47,2,2
832,"SE",5,0,5,0,63,2,4
12332,"KR",4,0,4,0,18,2,1
19319,"CH",3,7,5,1,58,4,2
11999,"IT",5,2,3,0,39,2,2
9374,"NO",5,0,2,0,41,4,2
12291,"VE",3,3,5,0,41,2,4
5536,"SK",4,0,3,0,37,2,2
1416,"HR",4,6,5,1,19,4,2
16622,"PH",5,0,4,1,26,4,2
16096,"HR",5,1,2,0,41,3,1
4426,"DK",5,6,4,0,54,2,2
18887,"NO",5,-1,1,1,44,4,1
18395,"GB-GBN",5,4,5,1,55,2,2
7469,"AT",4,0,1,0,25,3,4
13089,"ZA",5,0,3,0,48,4,1
1962,"CY",4,3,1,1,23,2,2
20978,"NZ",5,0,1,0,41,2,1
1586,"ZA",3,2,4,1,45,3,2
7931,"UA",2,1,2,1,53,3,3
11847,"VE",4,3,4,1,19,1,2
13059,"HU",4,1,2,1,52,4,2
9176,"CZ",5,4,5,0,60,2,4
4632,"SI",4,0,1,0,53,4,2
6457,"CH",4,1,3,0,43,3,2
17850,"FR",3,7,5,0,60,2,4
12145,"PH",4,0,3,0,24,5,2
6861,"PL",4,0,2,1,46,4,1
15501,"DK",3,1,4,0,64,4,2
19108,"BE-FLA",5,4,4,0,47,2,2
7308,"CH",5,2,1,0,57,1,4
13187,"SI",4,3,5,0,50,2,2
5069,"KR",1,5,5,0,74,4,4
3942,"HU",5,1,3,0,50,2,2
1509,"CZ",3,0,2,1,20,2,2
5534,"PL",3,1,4,1,52,4,2
3668,"BG",3,1,4,0,38,4,2
277,"ES",4,5,5,0,68,2,2
16011,"BG",5,6,4,0,57,2,2
1238,"EE",5,2,1,0,36,4,2
4740,"AR",5,1,3,0,25,4,4
4238,"TR",4,1,4,0,51,3,2
17249,"PH",5,1,4,0,32,2,4
1981,"IT",4,1,1,1,38,5,2
8916,"AR",5,1,4,1,49,2,2
13732,"TR",3,5,3,0,37,4,1
6418,"IL",4,6,2,1,22,4,2
8575,"CL",4,2,5,1,45,2,3
19885,"FR",3,0,3,1,29,4,4
11440,"TW",4,3,4,0,42,2,2
15687,"HU",5,1,4,1,36,2,4
20863,"KR",4,3,5,0,36,2,4
17887,"EE",5,6,5,0,52,2,4
8486,"LV",4,0,4,1,35,2,4
14137,"DE-W",5,1,2,0,61,2,2
15191,"ZA",4,4,3,0,58,2,2
11369,"US",4,5,5,1,57,3,2
9610,"PL",4,6,3,1,54,2,2
21170,"CN",5,6,4,1,58,2,2
16243,"EE",4,4,3,0,50,2,2
18851,"AU",5,0,3,1,47,2,2
8441,"CH",5,1,2,0,27,2,4
16218,"PH",5,1,4,1,74,3,4
5645,"ES",5,1,2,1,49,4,1
2436,"PH",5,2,5,1,53,2,4
3921,"BE-FLA",5,1,5,0,29,2,4
18740,"CN",5,-1,3,0,39,3,2
7366,"BG",5,1,3,0,43,4,2
3940,"KR",4,8,4,0,20,4,2
7056,"ZA",5,2,4,1,49,2,4
10644,"ZA",2,3,5,0,42,2,4
20340,"CH",5,0,1,0,25,4,2
13267,"BG",4,1,4,0,46,2,2
8798,"DE-E",4,0,1,0,37,3,2
11178,"ZA",5,1,2,0,59,3,2
7895,"ZA",5,0,4,0,58,2,2
10693,"FR",5,1,3,1,45,2,1
13181,"GB-GBN",5,0,2,1,32,2,2
3460,"PT",4,0,1,0,59,4,1
33,"FI",5,0,4,1,32,2,2
5802,"BE-FLA",5,-1,3,0,43,2,4
12715,"CL",5,0,1,0,64,3,1
9617,"KR",5,1,5,0,42,2,4
8846,"SK",5,-1,4,0,53,2,1
9465,"KR",5,4,5,0,56,3,4
13204,"ZA",3,1,4,0,59,3,4
5708,"FR",5,-1,3,1,50,3,1
12069,"SE",1,4,3,1,29,7,3
10698,"NO",5,1,5,0,51,4,2
18170,"GB-GBN",3,3,4,1,48,4,2
3948,"AU",3,6,3,0,52,3,3
14179,"KR",4,0,3,1,55,3,3
11755,"DK",5,2,1,0,63,4,2
19766,"FR",5,6,3,0,70,3,2
14350,"DK",3,2,5,0,40,7,2
20148,"TW",4,1,3,1,37,7,3
3397,"IT",3,1,4,0,18,7,1
20911,"HU",5,2,2,1,33,4,3
5989,"CL",5,-1,4,0,58,4,2
15689,"CH",4,-1,5,0,62,3,1
8620,"AT",4,0,1,0,27,7,2
9356,"UA",5,3,3,1,68,4,1
4514,"ZA",3,1,1,0,71,4,2
10963,"LV",5,2,4,0,41,3,2
11063,"CY",5,1,1,1,29,3,2
13806,"FI",2,-1,4,1,47,2,3
20032,"DE-E",1,4,5,0,49,3,1
10905,"HR",3,6,4,0,75,3,2
18667,"KR",3,2,4,0,31,7,3
15331,"UA",4,3,2,1,64,7,3
19726,"RU",3,-1,4,1,27,7,4
1263,"US",3,1,2,0,40,7,2
10576,"NO",4,2,2,1,56,4,1
1541,"NO",4,1,3,0,24,3,2
3144,"BG",5,1,3,0,50,7,4
15271,"ES",4,1,2,1,22,7,2
2014,"KR",5,-1,2,0,52,4,1
16829,"CL",2,2,5,1,65,4,1
5694,"CZ",5,-1,1,0,37,7,2
4849,"DE-W",5,-1,1,1,56,4,1
12900,"ZA",5,-1,1,0,71,4,2
7286,"CL",1,-1,1,1,57,4,1
547,"CH",5,-1,2,0,38,7,2
20176,"US",5,1,2,0,71,7,1
17071,"HR",5,1,2,1,61,4,1
4064,"CN",5,3,2,1,70,7,1
10978,"TW",5,1,3,0,41,7,4
5995,"DK",4,4,3,1,88,7,1
7841,"SI",5,-1,2,1,50,4,2
19106,"UA",4,0,4,0,45,3,3
6330,"BE-FLA",5,-1,4,0,51,7,2
17210,"CY",4,3,5,0,49,7,4
21052,"AR",5,-1,2,0,51,3,2
14092,"EE",5,-1,4,1,45,1,2
4779,"NO",4,-1,4,1,44,7,2
7431,"DE-E",3,6,5,0,60,7,4
21210,"ES",5,-1,1,1,27,7,2
7100,"NZ",3,3,4,1,42,7,3
19633,"HU",3,2,1,0,61,3,2
8036,"IS",4,3,2,1,26,3,2
15086,"HU",4,5,4,0,75,4,1
18199,"BE-FLA",4,-1,2,0,49,7,2
11248,"PH",3,1,2,1,35,3,2
14629,"KR",5,-1,2,0,67,3,1
11139,"DE-W",3,-1,1,1,32,3,3
14329,"UA",4,2,1,1,62,7,2
12690,"CH",4,2,1,1,60,3,3
7521,"NO",3,2,3,0,24,7,2
2231,"GB-GBN",5,6,1,1,57,4,2
10231,"UA",3,6,2,0,56,3,2
20592,"IL",4,1,2,1,54,7,2
8258,"PH",4,-1,2,0,49,4,2
16521,"BE-FLA",5,5,3,0,67,4,3
6728,"DK",3,0,1,1,70,7,3
2554,"FI",4,1,3,0,30,3,4
12204,"ZA",2,-1,5,1,44,7,2
18439,"DK",1,-1,1,0,58,4,4
6139,"JP",4,7,4,1,51,7,4
12350,"NZ",4,1,1,0,66,3,1
3122,"DE-E",2,8,4,1,78,2,2
11846,"PH",3,3,3,0,75,4,2
14875,"PH",5,-1,2,0,49,7,4
8528,"FI",3,1,3,0,33,7,2
10162,"GB-GBN",4,3,4,0,16,7,1
7828,"IT",4,4,4,1,35,4,3
13897,"CH",4,0,2,0,45,3,2
4783,"TW",2,3,5,0,51,3,2
4016,"UA",5,4,4,0,56,1,4
10929,"RU",3,2,4,1,61,7,1
10752,"IL",4,5,5,1,47,7,4
9614,"TR",5,6,5,1,44,3,2
18234,"CH",4,6,4,0,67,4,2
17617,"PH",3,3,5,1,60,4,3
18208,"ES",4,6,3,1,34,7,4
940,"UA",3,3,4,0,42,4,2
2137,"TR",3,3,1,0,60,7,4
14858,"CH",3,2,5,1,49,3,2
1392,"ES",4,6,5,0,57,3,4
11385,"FR",1,8,3,1,61,4,2
14064,"ZA",4,4,3,0,49,3,1
1608,"AU",3,5,5,0,51,4,4
12998,"KR",4,1,4,1,19,3,2
20676,"AT",3,0,2,0,33,7,2
6709,"CL",4,1,3,0,41,7,3
15507,"HR",5,3,1,0,67,7,2
13262,"CZ",4,0,1,0,17,7,1
18,"DE-W",4,0,4,0,50,7,4
19350,"IS",5,3,4,1,56,3,3
1750,"AT",5,-1,3,0,60,7,2
12687,"PH",5,1,3,1,45,4,3
9333,"ES",4,6,5,1,59,7,2
2082,"GB-GBN",5,-1,1,0,47,7,2
9236,"KR",5,6,5,0,62,3,4
3837,"SE",4,0,4,0,71,4,1
4057,"AT",1,9,5,1,51,7,2
19407,"CN",5,3,4,0,72,4,3
7527,"TW",1,1,5,0,24,7,3
253,"AT",2,-1,2,1,29,7,3
13193,"ES",4,-1,5,1,53,7,2
16305,"AT",3,-1,3,0,41,3,4
21112,"SE",3,4,5,1,54,7,4
12610,"SI",4,2,5,1,46,7,4
12166,"PL",3,7,3,0,41,3,4
16170,"FR",5,-1,2,0,62,3,2
19354,"VE",5,1,5,0,73,3,2
4074,"US",4,3,1,1,78,4,1
15468,"LV",1,9,5,1,59,4,4
20987,"RU",3,1,5,1,41,4,1
17454,"GB-GBN",3,3,4,1,51,7,1
11060,"PL",3,5,5,0,60,4,2
14453,"PT",5,6,4,1,73,4,2
4122,"ZA",1,1,1,0,78,7,2
18556,"RU",2,-1,4,0,59,7,4
2164,"ZA",5,1,3,1,68,1,2
11267,"TW",5,0,2,1,66,4,1
17547,"HU",4,2,2,1,66,4,1
5892,"SK",4,2,4,1,31,3,4
14876,"FR",4,5,5,0,51,7,4
6396,"TR",4,-1,3,1,34,7,3
2804,"IL",3,-1,5,0,48,7,2
19101,"CN",4,-1,2,0,52,3,3
5500,"TW",3,1,1,0,75,7,1
14535,"UA",2,-1,3,1,44,7,2
13679,"TR",4,1,1,0,20,7,2
3874,"UA",2,5,4,0,70,4,2
19962,"CH",3,3,5,0,52,7,1
1633,"FR",3,3,5,1,46,3,2
4806,"CN",3,1,4,0,41,4,3
20719,"UA",4,3,5,1,51,3,2
13591,"HU",4,-1,4,0,65,3,1
16560,"US",4,6,4,0,45,4,4
540,"ZA",5,9,5,0,79,7,4
10677,"DE-E",5,-1,1,1,41,7,2
17638,"UA",5,5,2,0,66,7,4
16518,"ZA",3,2,2,0,39,3,4
1762,"AT",1,6,3,1,59,7,2
14601,"TR",4,9,4,0,62,7,4
5842,"RU",3,-1,3,1,37,7,2
11478,"FR",5,4,2,1,43,7,3
6448,"ES",3,2,4,0,52,7,1
11773,"UA",4,3,1,1,49,7,2
307,"TR",3,2,3,0,67,7,2
20298,"AR",4,5,2,0,61,3,2
1598,"GB-GBN",3,5,4,0,43,4,4
17922,"FR",4,2,5,0,30,7,4
3695,"SI",4,3,3,1,72,3,2
19582,"PH",4,-1,2,1,45,7,3
18502,"UA",4,4,5,1,42,7,3
7661,"CY",4,-1,2,1,57,7,2
13988,"UA",5,6,5,1,47,7,3
107,"ZA",1,6,2,0,64,7,2
11593,"AR",1,-1,4,1,17,7,1
8699,"CL",3,3,5,0,61,3,2
4096,"BG",4,2,3,0,61,3,1
1653,"IS",2,-1,3,0,35,3,4
13306,"PL",2,4,3,0,76,4,4
8322,"VE",2,2,1,0,38,7,4
17486,"CH",3,2,3,1,36,3,3
20122,"TR",1,2,5,0,59,7,4
12302,"CH",5,3,3,0,51,3,4
11276,"HU",3,2,4,0,44,3,2
21012,"AT",2,6,5,0,55,4,4
18448,"JP",3,-1,3,0,65,3,2
632,"UA",3,4,5,1,60,7,2
1577,"TW",4,0,4,1,35,3,2
4715,"IS",4,3,5,1,35,7,3
5099,"AT",5,7,3,0,67,7,1
7707,"UA",2,-1,4,1,24,4,3
14518,"FR",4,-1,4,0,49,3,3
5529,"NO",5,6,5,0,21,4,2
10095,"HU",3,1,2,0,59,7,3
18077,"RU",1,1,4,0,61,7,2
19860,"ZA",5,6,3,0,67,7,4
11844,"TR",4,2,1,0,72,4,2
18176,"KR",4,-1,3,0,57,3,4
16487,"DE-W",3,0,4,0,47,3,2
20234,"IT",5,-1,2,0,44,3,3
5155,"JP",1,-1,5,1,47,4,3
17256,"KR",4,3,4,0,53,4,2
18787,"ZA",1,6,5,0,44,7,4
2187,"FR",4,-1,3,0,40,7,3
3393,"PL",5,6,2,1,66,3,2
6505,"CN",5,5,2,0,61,3,2
12874,"GB-GBN",5,5,3,0,76,4,4
4501,"BE-FLA",3,2,4,1,23,7,4
8280,"US",5,1,3,1,59,7,2
13474,"IS",4,0,5,1,54,7,3
5050,"SI",2,-1,5,0,61,4,4
676,"KR",3,-1,2,1,62,3,1
17458,"TR",3,2,4,0,35,3,1
17408,"SE",1,5,5,0,57,7,2
879,"KR",3,-1,3,1,45,3,2
19410,"CH",1,2,3,0,48,4,3
17520,"DE-W",5,-1,2,1,35,7,2
15155,"ES",5,-1,4,1,53,3,3
8056,"CN",5,1,2,1,64,7,2
8725,"DK",3,-1,5,1,54,7,3
8627,"DE-W",5,4,1,1,61,3,1
2991,"BE-FLA",3,2,3,0,61,4,1
2967,"BG",5,5,5,0,27,7,4
816,"FI",5,5,5,0,40,3,4
8546,"UA",4,6,5,1,29,7,4
20660,"TW",1,6,5,1,39,4,2
7081,"CH",1,3,5,0,40,7,4
20101,"AT",1,10,5,1,31,7,4
16276,"CN",2,7,5,1,60,4,3
11504,"CL",3,6,3,1,62,4,2
16385,"FI",4,6,5,1,36,4,4
4183,"DK",4,3,4,1,30,7,2
8790,"UA",4,9,5,0,81,4,4
19454,"LV",4,7,4,1,65,3,4
6599,"ZA",4,3,5,1,36,4,3
3649,"AU",5,-1,1,0,22,3,2
11075,"TR",5,7,5,1,69,7,3
5475,"FR",3,2,1,1,68,3,2
2592,"AT",1,1,1,0,79,3,4
19489,"UA",2,1,5,1,44,4,3
11562,"AR",4,5,5,1,72,4,4
11505,"AU",5,-1,5,0,26,4,4
5413,"VE",3,2,4,0,52,3,1
17846,"LV",3,5,5,1,64,3,2
10999,"RU",1,8,5,0,41,4,4
8910,"CN",3,6,5,1,25,3,4
4283,"DK",5,-1,4,0,71,1,3
4258,"HU",3,-1,5,1,47,4,3
13143,"NO",1,1,5,1,35,3,4
6114,"US",3,-1,4,1,35,7,4
15769,"SI",4,2,3,1,38,4,3
9963,"CH",4,-1,2,0,45,7,4
13390,"RU",3,6,4,1,64,4,2
1704,"HR",3,5,3,0,73,7,2
8770,"AU",4,2,4,1,72,7,2
17822,"KR",5,7,2,0,71,3,1
3303,"US",5,1,1,0,77,1,1
517,"DK",3,2,3,1,65,3,1
7591,"CL",4,6,4,1,42,3,4
244,"AU",3,6,4,0,65,3,4
17055,"ZA",3,-1,1,0,36,3,1
12011,"CN",3,3,5,0,59,4,4
15703,"CH",4,2,4,1,36,7,4
5736,"TR",4,2,3,1,61,7,2
10265,"FR",5,1,4,1,39,7,3
4171,"TR",5,-1,4,1,35,7,4
5455,"IT",3,-1,2,0,28,1,4
14677,"IT",4,2,1,1,72,3,1
5865,"SE",1,5,4,0,40,7,4
3675,"TR",3,-1,4,1,38,3,1
15442,"CH",3,0,4,0,21,7,2
4922,"RU",2,0,3,1,77,4,2
2650,"CY",4,7,4,0,71,4,4
15491,"GB-GBN",4,6,4,0,53,4,4
5582,"UA",4,2,4,0,40,7,4
12033,"FR",4,4,3,1,35,7,3
11336,"PH",4,4,3,0,41,7,2
5213,"CL",5,0,1,0,51,3,1
17931,"ZA",1,1,1,0,40,7,1
18398,"FI",3,1,1,0,25,7,4
13699,"NO",5,1,1,1,32,7,2
11129,"AR",2,1,2,0,66,7,1
20153,"IL",3,-1,1,0,78,4,2
8961,"ZA",5,1,1,0,79,3,4
10235,"NO",3,2,4,1,51,4,4
8333,"IL",5,1,3,1,74,4,2
18175,"CN",5,5,5,0,44,7,4
13151,"AR",4,6,3,0,64,3,3
10616,"SK",5,3,5,0,49,3,4
8061,"CN",1,5,3,1,66,3,2
18227,"HR",5,0,5,1,54,3,2
11651,"CL",4,6,5,0,68,3,4
5938,"JP",5,6,1,1,71,3,3
16485,"UA",3,6,5,0,66,3,4
17277,"TW",5,5,4,1,74,3,3
3021,"IS",4,10,5,0,30,3,2
17961,"ZA",3,6,5,1,49,7,4
10796,"AU",5,1,3,1,32,7,4
6040,"ES",3,2,5,1,38,4,3
243,"CN",5,4,1,1,78,2,2
11229,"HU",4,-1,4,1,36,3,3
12426,"CN",5,-1,5,0,49,7,3
10573,"PH",3,4,3,1,39,7,4
7020,"TR",4,-1,1,1,33,7,2
4901,"ZA",4,2,4,0,64,3,4
6177,"DE-W",4,7,2,0,63,1,4
3189,"IL",3,8,3,1,68,4,3
1424,"NZ",5,3,3,0,40,7,4
14126,"HU",3,5,3,0,69,4,2
14694,"RU",2,1,2,1,20,3,2
13018,"KR",5,2,1,0,64,3,1
19987,"CH",5,1,4,0,56,6,2
16145,"TR",4,3,3,0,40,7,2
9773,"IL",4,4,3,1,60,3,2
17371,"UA",2,6,5,0,65,3,4
20736,"SI",5,-1,2,0,70,7,1
1542,"JP",5,0,3,0,65,7,2
1131,"LV",3,6,4,1,59,4,2
36,"CH",2,5,1,0,71,3,2
6946,"UA",4,6,4,1,57,4,2
8319,"RU",3,2,3,0,59,4,2
7168,"KR",3,5,3,1,46,4,2
10027,"EE",4,2,4,1,54,4,3
1070,"CL",4,6,3,0,68,7,2
7525,"ZA",3,3,2,1,41,7,2
19080,"CL",3,1,3,0,40,2,4
2953,"CY",5,1,3,1,39,3,3
10629,"BE-FLA",3,8,5,1,67,3,4
18158,"DE-W",5,-1,1,1,58,4,3
5576,"SK",4,0,1,0,32,7,3
8099,"CL",3,3,2,1,41,7,2
1135,"DE-W",3,-1,4,0,46,4,4
8900,"SK",4,6,5,1,50,4,3
14584,"US",2,8,5,0,54,1,4
15134,"RU",5,4,5,0,71,3,4
9231,"AT",5,3,2,1,21,7,2
1684,"IS",3,2,5,1,36,4,3
18561,"AR",5,4,1,0,60,7,4
15188,"IL",2,8,4,1,29,7,3
14838,"PT",3,4,2,0,69,4,2
4819,"IT",1,2,4,0,71,3,4
15756,"CZ",3,-1,5,0,55,4,3
11541,"AT",4,6,4,1,35,7,2
19725,"HU",4,1,1,1,45,7,2
2442,"JP",4,4,1,0,55,3,1
6784,"HU",3,9,4,1,65,4,2
11730,"PT",2,2,4,0,71,3,2
15123,"TW",5,-1,5,0,76,4,2
3046,"BG",5,-1,2,1,16,7,1
3366,"US",5,1,1,0,39,4,2
20538,"NZ",5,2,4,0,44,3,3
356,"ZA",5,6,5,0,55,4,4
961,"ZA",2,9,5,0,61,3,2
13527,"US",3,1,2,1,69,4,2
6105,"NO",2,9,5,1,75,3,1
1973,"PL",2,2,4,1,48,4,2
2785,"ES",5,3,1,0,59,4,2
12243,"CN",5,-1,1,1,64,3,2
601,"CZ",3,4,2,0,76,3,1
12117,"UA",4,1,3,1,53,7,1
18322,"IT",2,2,5,0,48,7,3
17307,"CH",3,0,5,0,53,4,3
20588,"UA",4,-1,3,1,42,3,2
14228,"US",3,7,2,0,23,7,2
6289,"SE",4,2,3,0,26,7,2
20965,"TW",3,0,3,1,34,3,2
12168,"DK",4,5,5,0,61,7,2
18933,"CY",3,-1,2,1,35,7,2
9852,"DK",4,6,3,1,62,3,2
1778,"LV",5,0,3,0,59,7,1
10575,"TW",4,3,3,1,27,3,2
12175,"UA",3,4,4,0,66,4,2
116,"HU",4,2,3,1,36,7,2
5179,"NO",3,3,3,0,37,4,2
15162,"CN",4,-1,2,1,32,3,4
15170,"UA",4,-1,3,1,51,7,3
1645,"US",4,0,2,0,77,3,3
8622,"KR",5,1,4,1,49,7,3
12887,"US",2,10,5,0,73,3,1
4870,"US",3,4,1,1,68,7,2
3140,"TW",1,1,2,1,35,7,3
17242,"AU",3,1,4,1,50,7,4
19845,"NO",5,1,2,1,68,3,3
15626,"DK",5,5,5,1,36,4,3
20302,"SK",5,1,2,1,42,7,2
11911,"DK",4,5,4,1,65,3,1
13102,"FR",4,7,3,1,17,1,1
10689,"IS",3,1,4,0,40,7,2
2133,"CL",4,-1,4,0,53,7,2
18040,"UA",4,5,2,0,54,7,4
12518,"NZ",3,0,1,1,81,3,1
17061,"CN",5,1,2,1,35,3,3
378,"RU",5,1,1,1,61,3,2
541,"CY",3,0,5,1,28,3,3
1811,"CZ",2,0,4,0,40,4,2
11254,"AU",4,-1,2,1,38,7,3
7971,"BG",4,-1,5,0,32,7,4
20619,"US",2,3,2,1,38,7,2
9138,"PL",5,8,4,0,17,7,1
12666,"PH",5,1,1,0,31,3,1
17737,"SK",3,6,5,1,60,3,3
13631,"JP",3,6,4,0,79,7,1
17827,"TR",2,3,2,0,40,4,3
4144,"ZA",5,-1,3,0,33,7,1
13510,"NO",2,7,4,1,58,3,2
18872,"RU",4,8,3,0,72,4,2
5477,"TW",4,-1,1,1,22,4,4
20370,"TR",4,-1,2,1,71,3,1
16642,"CL",2,7,1,0,20,7,2
15662,"IL",3,3,5,1,52,3,3
14313,"ES",5,6,5,1,42,3,4
20932,"NO",3,4,4,0,42,7,2
13546,"UA",5,3,2,1,89,3,1
10440,"SK",3,2,3,0,30,1,4
17488,"TW",3,7,5,0,71,3,1
3248,"FI",4,-1,4,1,42,3,2
7615,"JP",5,-1,2,1,42,3,1
7162,"CL",4,4,4,0,38,7,4
6581,"CZ",4,6,4,1,61,7,3
1235,"ZA",1,2,4,0,50,4,4
993,"AR",4,0,1,0,53,7,2
12178,"ZA",5,0,4,0,35,7,3
18712,"US",4,-1,5,1,40,4,3
19441,"FI",5,5,4,1,65,3,1
21060,"HR",4,1,5,0,53,3,4
14184,"FR",3,6,2,0,37,4,4
11230,"RU",3,2,5,0,57,7,4
4988,"AR",3,3,5,0,51,7,3
6153,"ZA",5,2,5,0,26,3,4
6335,"TW",4,1,2,0,71,7,3
4174,"CN",3,7,3,1,72,3,4
15385,"CN",3,-1,4,1,51,7,4
9495,"TR",1,8,5,0,50,3,2
12701,"CY",1,-1,5,1,56,6,3
13432,"TR",4,5,5,0,31,3,4
7117,"PT",1,2,5,0,30,3,3
966,"PT",4,2,2,1,68,3,2
3069,"AU",1,8,1,0,76,3,1
19529,"TR",3,6,1,0,66,4,4
1027,"ZA",3,6,1,1,61,4,2
3322,"FR",2,-1,3,0,67,4,4
2558,"TW",3,2,3,0,31,4,2
5988,"FI",4,-1,4,0,55,3,2
16564,"CY",3,5,5,1,45,7,2
15744,"ES",4,2,3,0,27,7,3
14893,"CL",3,4,2,1,76,4,1
17869,"CH",5,4,2,1,35,7,3
14562,"UA",4,-1,3,0,57,7,3
9981,"AR",4,9,5,1,62,4,3
18303,"CN",4,2,4,1,23,7,4
11877,"US",5,3,4,0,42,7,2
8830,"GB-GBN",1,5,5,0,49,7,4
12597,"HR",2,2,2,0,56,3,4
16313,"RU",3,0,4,1,36,7,4
15543,"TW",4,1,2,1,42,7,2
14476,"FR",2,7,1,1,59,4,2
15743,"NO",4,7,3,1,62,7,2
17654,"CH",3,-1,4,1,44,3,2
19541,"FR",3,5,2,1,71,3,2
17406,"SK",5,7,4,1,54,7,2
13559,"AU",4,8,5,0,65,4,4
8279,"CL",5,6,3,0,78,3,1
3015,"KR",5,6,4,1,88,7,3
14001,"TR",1,3,4,1,55,3,2
14880,"HR",1,-1,5,0,45,3,2
7026,"UA",4,4,5,1,51,1,4
19673,"ZA",5,5,5,0,25,3,4
15192,"KR",5,-1,1,1,47,4,2
1866,"FR",5,3,4,1,64,3,3
8733,"CH",2,2,4,0,70,4,2
7038,"FR",5,-1,5,0,33,7,3
17431,"DE-W",5,-1,3,1,36,7,2
3253,"DE-E",4,-1,1,1,35,4,2
11669,"SK",3,-1,3,1,55,3,2
7921,"TW",4,4,2,1,64,3,4
1231,"SE",1,2,3,0,72,3,2
16710,"PH",4,4,5,0,55,4,2
6750,"EE",5,4,2,0,60,4,1
9881,"UA",3,6,4,1,74,7,1
2908,"HU",4,3,2,0,36,3,2
14823,"FI",4,8,3,1,74,7,1
2254,"DE-E",3,6,2,1,69,4,1
2556,"NO",4,-1,2,1,62,7,1
15209,"SE",3,8,5,0,75,4,3
1059,"US",2,3,5,0,50,4,4
389,"TR",3,2,4,1,34,7,4
360,"CN",4,2,1,1,57,7,3
7726,"NZ",3,5,4,1,77,7,2
